project,algorithm,batch_size,builds_saved,median_delay,testall_size
rackerlabs-blueflood.csv,BATCHBISECT,16,31.793611793611788,8,2035
rackerlabs-blueflood.csv,BATCHSTOP4,8,41.37592137592138,4,2035
rackerlabs-blueflood.csv,BATCHSTOP4,16,39.65601965601966,8,2035
xetorthio-jedis.csv,BATCHBISECT,2,34.02545210984594,1,1493
xetorthio-jedis.csv,BATCHBISECT,4,49.09578030810449,2,1493
xetorthio-jedis.csv,BATCHBISECT,8,53.5833891493637,4,1493
xetorthio-jedis.csv,BATCHBISECT,16,53.516409912926996,8,1493
xetorthio-jedis.csv,BATCHSTOP4,8,59.61152042866711,4,1493
xetorthio-jedis.csv,BATCHSTOP4,16,59.54454119223041,8,1493
orbeon-orbeon-forms.csv,BATCHBISECT,2,-7.655310621242478,1,2495
orbeon-orbeon-forms.csv,BATCHBISECT,4,-15.831663326653313,2,2495
orbeon-orbeon-forms.csv,BATCHBISECT,8,-22.645290581162328,4,2495
orbeon-orbeon-forms.csv,BATCHBISECT,16,-27.13426853707415,8,2495
orbeon-orbeon-forms.csv,BATCHSTOP4,8,1.8837675350701346,4,2495
orbeon-orbeon-forms.csv,BATCHSTOP4,16,-2.68537074148297,8,2495
linkedin-gobblin.csv,BATCHBISECT,2,-4.848484848484844,0.5,3300
linkedin-gobblin.csv,BATCHBISECT,4,-10.818181818181813,1.5,3300
linkedin-gobblin.csv,BATCHBISECT,8,-17.0,4.0,3300
linkedin-gobblin.csv,BATCHBISECT,16,-21.60606060606061,8.0,3300
linkedin-gobblin.csv,BATCHSTOP4,8,6.878787878787875,4.0,3300
linkedin-gobblin.csv,BATCHSTOP4,16,2.2727272727272663,8.0,3300
JabRef-jabref.csv,BATCHBISECT,2,37.03275529865125,1,2595
JabRef-jabref.csv,BATCHBISECT,4,52.02312138728324,2,2595
JabRef-jabref.csv,BATCHBISECT,8,56.33911368015414,4,2595
JabRef-jabref.csv,BATCHBISECT,16,56.262042389210016,8,2595
JabRef-jabref.csv,BATCHSTOP4,8,59.26782273603083,4,2595
JabRef-jabref.csv,BATCHSTOP4,16,59.190751445086704,8,2595
jOOQ-jOOQ.csv,BATCHBISECT,2,23.40425531914893,1,3243
jOOQ-jOOQ.csv,BATCHBISECT,4,32.56244218316374,2,3243
jOOQ-jOOQ.csv,BATCHBISECT,8,34.751773049645394,4,3243
jOOQ-jOOQ.csv,BATCHBISECT,16,33.91921060746223,8,3243
jOOQ-jOOQ.csv,BATCHSTOP4,8,45.48257786000617,4,3243
jOOQ-jOOQ.csv,BATCHSTOP4,16,44.650015417823006,8,3243
structr-structr.csv,BATCHBISECT,2,-2.599062633148705,1,2347
structr-structr.csv,BATCHBISECT,4,-8.43630166169578,2,2347
structr-structr.csv,BATCHBISECT,8,-14.273540690242868,4,2347
structr-structr.csv,BATCHBISECT,16,-19.173412867490413,8,2347
structr-structr.csv,BATCHSTOP4,8,7.456327226246273,4,2347
structr-structr.csv,BATCHSTOP4,16,2.3860247123988074,8,2347
floragunncom-search-guard.csv,BATCHBISECT,2,40.47097480832421,0.5,3652
floragunncom-search-guard.csv,BATCHBISECT,4,60.70646221248631,1.5,3652
floragunncom-search-guard.csv,BATCHBISECT,8,68.70208105147864,4.0,3652
floragunncom-search-guard.csv,BATCHBISECT,16,71.00219058050384,8.0,3652
floragunncom-search-guard.csv,BATCHSTOP4,8,73.46659364731654,4.0,3652
floragunncom-search-guard.csv,BATCHSTOP4,16,75.76670317634174,8.0,3652
SpongePowered-SpongeForge.csv,BATCHBISECT,2,26.91933916423713,1,3087
SpongePowered-SpongeForge.csv,BATCHBISECT,4,35.2121801101393,2,3087
SpongePowered-SpongeForge.csv,BATCHBISECT,8,36.57272432782637,4,3087
SpongePowered-SpongeForge.csv,BATCHBISECT,16,35.17978620019436,8,3087
SpongePowered-SpongeForge.csv,BATCHSTOP4,8,42.92193067703272,4,3087
SpongePowered-SpongeForge.csv,BATCHSTOP4,16,41.464204729510854,8,3087
sakaiproject-sakai.csv,BATCHBISECT,2,36.66761122130915,1,3529
sakaiproject-sakai.csv,BATCHBISECT,4,50.49589118730518,2,3529
sakaiproject-sakai.csv,BATCHBISECT,8,54.37801076792292,4,3529
sakaiproject-sakai.csv,BATCHBISECT,16,54.40634740719751,8,3529
sakaiproject-sakai.csv,BATCHSTOP4,8,56.53159535279116,4,3529
sakaiproject-sakai.csv,BATCHSTOP4,16,56.55993199206574,8,3529
dreamhead-moco.csv,BATCHBISECT,2,12.334458582186443,1,3851
dreamhead-moco.csv,BATCHBISECT,4,15.94391067255259,2,3851
dreamhead-moco.csv,BATCHBISECT,8,15.762139703972991,4,3851
dreamhead-moco.csv,BATCHBISECT,16,14.333939236561932,8,3851
dreamhead-moco.csv,BATCHSTOP4,8,32.01765775123344,4,3851
dreamhead-moco.csv,BATCHSTOP4,16,30.433653596468446,8,3851
nutzam-nutz.csv,BATCHBISECT,2,1.1154219204655647,0.5,4124
nutzam-nutz.csv,BATCHBISECT,4,-0.2182347235693527,1.5,4124
nutzam-nutz.csv,BATCHBISECT,8,-4.025218234723567,4.0,4124
nutzam-nutz.csv,BATCHBISECT,16,-8.001939864209504,8.0,4124
nutzam-nutz.csv,BATCHSTOP4,8,18.52570320077595,4.0,4124
nutzam-nutz.csv,BATCHSTOP4,16,14.548981571290014,8.0,4124
CloudSlang-cloud-slang.csv,BATCHBISECT,2,32.76553106212425,0.5,1996
CloudSlang-cloud-slang.csv,BATCHBISECT,4,43.33667334669339,1.5,1996
CloudSlang-cloud-slang.csv,BATCHBISECT,8,45.29058116232465,4.0,1996
CloudSlang-cloud-slang.csv,BATCHBISECT,16,43.93787575150301,8.0,1996
CloudSlang-cloud-slang.csv,BATCHSTOP4,8,48.09619238476954,4.0,1996
CloudSlang-cloud-slang.csv,BATCHSTOP4,16,46.743486973947896,8.0,1996
geotools-geotools.csv,BATCHBISECT,2,-0.48204386599179827,1,4149
geotools-geotools.csv,BATCHBISECT,4,-3.350204868643047,2,4149
geotools-geotools.csv,BATCHBISECT,8,-6.4111834176910065,4,4149
geotools-geotools.csv,BATCHBISECT,16,-9.08652687394553,8,4149
geotools-geotools.csv,BATCHSTOP4,8,16.196673897324658,4,4149
geotools-geotools.csv,BATCHSTOP4,16,13.521330441070134,8,4149
CloudifySource-cloudify.csv,BATCHBISECT,2,20.606776989755716,0.5,5076
CloudifySource-cloudify.csv,BATCHBISECT,4,26.14263199369583,1.5,5076
CloudifySource-cloudify.csv,BATCHBISECT,8,25.433412135539797,4.0,5076
CloudifySource-cloudify.csv,BATCHBISECT,16,22.813238770685572,8.0,5076
CloudifySource-cloudify.csv,BATCHSTOP4,8,35.362490149724195,4.0,5076
CloudifySource-cloudify.csv,BATCHSTOP4,16,32.74231678486997,8.0,5076
SpongePowered-SpongeCommon.csv,BATCHBISECT,2,32.62987012987013,0.5,3696
SpongePowered-SpongeCommon.csv,BATCHBISECT,4,46.103896103896105,1.5,3696
SpongePowered-SpongeCommon.csv,BATCHBISECT,8,49.675324675324674,3.5,3696
SpongePowered-SpongeCommon.csv,BATCHBISECT,16,49.16125541125541,7.5,3696
SpongePowered-SpongeCommon.csv,BATCHSTOP4,8,55.51948051948052,3.5,3696
SpongePowered-SpongeCommon.csv,BATCHSTOP4,16,55.00541125541125,7.5,3696
apache-zeppelin.csv,BATCHBISECT,2,-9.717543405027214,1,3859
apache-zeppelin.csv,BATCHBISECT,4,-17.672972272609485,2,3859
apache-zeppelin.csv,BATCHBISECT,8,-24.4622959315885,4,3859
apache-zeppelin.csv,BATCHBISECT,16,-29.35993780772222,8,3859
apache-zeppelin.csv,BATCHSTOP4,8,2.2803835190463815,4,3859
apache-zeppelin.csv,BATCHSTOP4,16,-2.617258357087323,8,3859
typetools-checker-framework.csv,BATCHBISECT,2,10.820197702377769,1,3743
typetools-checker-framework.csv,BATCHBISECT,4,13.545284531124764,2,3743
typetools-checker-framework.csv,BATCHBISECT,8,12.850654555169655,4,3743
typetools-checker-framework.csv,BATCHBISECT,16,10.820197702377769,8,3743
typetools-checker-framework.csv,BATCHSTOP4,8,29.735506278386325,4,3743
typetools-checker-framework.csv,BATCHSTOP4,16,27.651616350520968,8,3743
geoserver-geoserver.csv,BATCHBISECT,2,-3.4757281553398087,0.5,5150
geoserver-geoserver.csv,BATCHBISECT,4,-10.330097087378647,2.0,5150
geoserver-geoserver.csv,BATCHBISECT,8,-16.854368932038838,4.0,5150
geoserver-geoserver.csv,BATCHBISECT,16,-21.514563106796118,8.0,5150
geoserver-geoserver.csv,BATCHSTOP4,8,4.77669902912622,4.0,5150
geoserver-geoserver.csv,BATCHSTOP4,16,0.11650485436892666,8.0,5150
ngageoint-geowave.csv,BATCHBISECT,2,33.24154209284028,0.5,2542
ngageoint-geowave.csv,BATCHBISECT,4,46.970889063729345,2.0,2542
ngageoint-geowave.csv,BATCHBISECT,8,51.848937844217154,4.0,2542
ngageoint-geowave.csv,BATCHBISECT,16,53.225806451612904,8.0,2542
ngageoint-geowave.csv,BATCHSTOP4,8,57.35641227380016,4.0,2542
ngageoint-geowave.csv,BATCHSTOP4,16,58.73328088119591,8.0,2542
sparklemotion-nokogiri.csv,BATCHBISECT,2,12.86378087551968,1,4089
sparklemotion-nokogiri.csv,BATCHBISECT,4,18.39080459770115,2,4089
sparklemotion-nokogiri.csv,BATCHBISECT,8,20.224993886035705,4,4089
sparklemotion-nokogiri.csv,BATCHBISECT,16,20.56737588652483,8,4089
sparklemotion-nokogiri.csv,BATCHSTOP4,8,37.784299339691856,4,4089
sparklemotion-nokogiri.csv,BATCHSTOP4,16,38.12668134018097,8,4089
Graylog2-graylog2-server.csv,BATCHBISECT,2,41.32124352331606,0.5,3088
Graylog2-graylog2-server.csv,BATCHBISECT,4,58.80829015544042,1.5,3088
Graylog2-graylog2-server.csv,BATCHBISECT,8,65.41450777202073,3.5,3088
Graylog2-graylog2-server.csv,BATCHBISECT,16,66.48316062176166,7.5,3088
Graylog2-graylog2-server.csv,BATCHSTOP4,8,66.58031088082902,3.5,3088
Graylog2-graylog2-server.csv,BATCHSTOP4,16,67.64896373056995,7.5,3088
cloudfoundry-uaa.csv,BATCHBISECT,2,41.80327868852459,0.5,244
cloudfoundry-uaa.csv,BATCHBISECT,4,62.704918032786885,1.5,244
cloudfoundry-uaa.csv,BATCHBISECT,8,70.90163934426229,4.0,244
cloudfoundry-uaa.csv,BATCHBISECT,16,73.77049180327869,8.0,244
cloudfoundry-uaa.csv,BATCHSTOP4,8,75.0,4.0,244
cloudfoundry-uaa.csv,BATCHSTOP4,16,77.8688524590164,8.0,244
apache-jackrabbit-oak.csv,BATCHBISECT,2,-7.225738396624479,0.5,7584
apache-jackrabbit-oak.csv,BATCHBISECT,4,-16.904008438818565,1.5,7584
apache-jackrabbit-oak.csv,BATCHBISECT,8,-24.841772151898738,3.5,7584
apache-jackrabbit-oak.csv,BATCHBISECT,16,-30.142405063291136,7.5,7584
apache-jackrabbit-oak.csv,BATCHSTOP4,8,-2.294303797468359,3.5,7584
apache-jackrabbit-oak.csv,BATCHSTOP4,16,-7.594936708860757,7.5,7584
apache-pdfbox.csv,BATCHBISECT,2,-10.280373831775705,0.5,8988
apache-pdfbox.csv,BATCHBISECT,4,-20.68313306631063,1.5,8988
apache-pdfbox.csv,BATCHBISECT,8,-28.237650200267012,4.0,8988
apache-pdfbox.csv,BATCHBISECT,16,-32.86604361370718,8.0,8988
apache-pdfbox.csv,BATCHSTOP4,8,-3.3600356030262617,4.0,8988
apache-pdfbox.csv,BATCHSTOP4,16,-7.988429016466398,8.0,8988
apache-sling.csv,BATCHBISECT,2,-48.4287317620651,0.5,14256
apache-sling.csv,BATCHBISECT,4,-72.8114478114478,1.5,14256
apache-sling.csv,BATCHBISECT,8,-85.1010101010101,3.5,14256
apache-sling.csv,BATCHBISECT,16,-91.2948933782267,7.5,14256
apache-sling.csv,BATCHSTOP4,8,-36.054994388327714,3.5,14256
apache-sling.csv,BATCHSTOP4,16,-42.24887766554434,7.5,14256
SonarSource-sonar-java.csv,BATCHBISECT,2,26.36868769406766,0.5,12238
SonarSource-sonar-java.csv,BATCHBISECT,4,36.607288772675275,2.0,12238
SonarSource-sonar-java.csv,BATCHBISECT,8,39.74505638176173,4.0,12238
SonarSource-sonar-java.csv,BATCHBISECT,16,39.753227651577056,8.0,12238
SonarSource-sonar-java.csv,BATCHSTOP4,8,48.61905540120935,4.0,12238
SonarSource-sonar-java.csv,BATCHSTOP4,16,48.62722667102468,8.0,12238
killbill-killbill.csv,BATCHBISECT,2,0.06348198698619001,1,6301
killbill-killbill.csv,BATCHBISECT,4,-1.412474210442781,2,6301
killbill-killbill.csv,BATCHBISECT,8,-3.3804158070147565,4,6301
killbill-killbill.csv,BATCHBISECT,16,-5.507062371052214,8,6301
killbill-killbill.csv,BATCHSTOP4,8,20.012696397397235,4,6301
killbill-killbill.csv,BATCHSTOP4,16,17.886049833359777,8,6301
checkstyle-checkstyle.csv,BATCHBISECT,2,40.69899871873962,0.5,42146
checkstyle-checkstyle.csv,BATCHBISECT,4,60.810041285056705,2.0,42146
checkstyle-checkstyle.csv,BATCHBISECT,8,70.53338395102739,4.0,42146
checkstyle-checkstyle.csv,BATCHBISECT,16,75.15066672993879,8.0,42146
checkstyle-checkstyle.csv,BATCHSTOP4,8,74.9466141508091,4.0,42146
checkstyle-checkstyle.csv,BATCHSTOP4,16,79.5638969297205,8.0,42146
